"Provider ID","Provider Name","Provider Type","Provider Primary Inspection Category","Provider Street Address","Provider Address Line 2","Provider City","Provider Post Code","Provider Local Authority","Provider Region","Service / Population Group","Key Question","Latest Rating","Publication Date","Report Type","URL","Brand ID","Brand Name"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Child and adolescent mental health wards","Safe","Requires improvement",2017-08-31,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Child and adolescent mental health wards","Effective","Good",2017-08-31,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Child and adolescent mental health wards","Caring","Good",2017-08-31,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Child and adolescent mental health wards","Responsive","Good",2017-08-31,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Child and adolescent mental health wards","Well-led","Good",2017-08-31,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Child and adolescent mental health wards","Overall","Good",2017-08-31,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health inpatient services","Safe","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health inpatient services","Effective","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health inpatient services","Caring","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health inpatient services","Responsive","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health inpatient services","Well-led","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health inpatient services","Overall","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health services for adults","Safe","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health services for adults","Effective","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health services for adults","Caring","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health services for adults","Responsive","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health services for adults","Well-led","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health services for adults","Overall","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health services for children, young people and families","Safe","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health services for children, young people and families","Effective","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health services for children, young people and families","Caring","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health services for children, young people and families","Responsive","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health services for children, young people and families","Well-led","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community health services for children, young people and families","Overall","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community mental health services for people with learning disabilities or autism","Safe","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community mental health services for people with learning disabilities or autism","Effective","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community mental health services for people with learning disabilities or autism","Caring","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community mental health services for people with learning disabilities or autism","Responsive","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community mental health services for people with learning disabilities or autism","Well-led","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community mental health services for people with learning disabilities or autism","Overall","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community-based mental health services for adults of working age","Safe","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community-based mental health services for adults of working age","Effective","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community-based mental health services for adults of working age","Caring","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community-based mental health services for adults of working age","Responsive","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community-based mental health services for adults of working age","Well-led","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community-based mental health services for adults of working age","Overall","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community-based mental health services for older people","Safe","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community-based mental health services for older people","Effective","Outstanding",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community-based mental health services for older people","Caring","Outstanding",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community-based mental health services for older people","Responsive","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community-based mental health services for older people","Well-led","Outstanding",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Community-based mental health services for older people","Overall","Outstanding",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","End of life care","Safe","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","End of life care","Effective","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","End of life care","Caring","Outstanding",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","End of life care","Responsive","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","End of life care","Well-led","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","End of life care","Overall","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Mental health crisis services and health-based places of safety","Safe","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Mental health crisis services and health-based places of safety","Effective","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Mental health crisis services and health-based places of safety","Caring","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Mental health crisis services and health-based places of safety","Responsive","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Mental health crisis services and health-based places of safety","Well-led","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Mental health crisis services and health-based places of safety","Overall","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Overall","Safe","Good",2016-04-01,"Provider","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Overall","Effective","Good",2016-04-01,"Provider","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Overall","Caring","Good",2016-04-01,"Provider","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Overall","Responsive","Good",2016-04-01,"Provider","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Overall","Well-led","Good",2016-04-01,"Provider","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Overall","Overall","Good",2016-04-01,"Provider","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Specialist community mental health services for children and young people","Safe","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Specialist community mental health services for children and young people","Effective","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Specialist community mental health services for children and young people","Caring","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Specialist community mental health services for children and young people","Responsive","Requires improvement",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Specialist community mental health services for children and young people","Well-led","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Specialist community mental health services for children and young people","Overall","Good",2016-03-30,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Wards for older people with mental health problems","Safe","Good",2017-03-27,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Wards for older people with mental health problems","Effective","Good",2017-03-27,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Wards for older people with mental health problems","Caring","Good",2017-03-27,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Wards for older people with mental health problems","Responsive","Good",2017-03-27,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Wards for older people with mental health problems","Well-led","Good",2017-03-27,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Wards for older people with mental health problems","Overall","Good",2017-03-27,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Wards for people with learning disabilities or autism","Safe","Good",2017-03-27,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Wards for people with learning disabilities or autism","Effective","Good",2017-03-27,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Wards for people with learning disabilities or autism","Caring","Good",2017-03-27,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Wards for people with learning disabilities or autism","Responsive","Good",2017-03-27,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Wards for people with learning disabilities or autism","Well-led","Good",2017-03-27,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWX","Berkshire Healthcare NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","2nd & 3rd Floors Fitzwilliam House","Skimped Hill","Bracknell","RG12 1BQ","Bracknell Forest","South East","Wards for people with learning disabilities or autism","Overall","Good",2017-03-27,"CoreService","http://www.cqc.org.uk/provider/RWX","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Community health services for adults","Safe","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Community health services for adults","Effective","Requires improvement",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Community health services for adults","Caring","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Community health services for adults","Responsive","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Community health services for adults","Well-led","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
